event_id,room_id
E:IQAMCCJIO2,0003_00_G.03
E:UYW1O2KLJG,0228_07_7.18
E:RAXTQUU51C,0228_01_1.01
E:QNPBOZXTYC,0008_-1_B.154
E:OGN1SDVGW5-00002,0214_00_G.22
E:UPNIJWG8BB,0214_00_G.22
E:667OE37AQY,0254_01_1.10
E:QRFORMP5GI-00001,0113_00_G.09
E:BZCRJ5M7Z2,0113_00_G.205
E:U3KDQG1IQH,0227_00_G.05
E:YCWX6Y34S2,0254_01_1.07
E:FVFKNXAO22,0209_02_2.01
E:ZVKGZ3BIFT-00001,0228_07_7.18
E:1Y924742TU,0225_02_2.201
E:SQCII386E4,0227_03_3.54
E:DR95HH997A,0003_01_1.03
E:BTH92K54XG,0632_00_G.009
E:LGGCXHFHX2,0228_-1_LG.08
E:P49BGLJM8O-00001-00001,0201_01_1.01
E:UECSOUKBGC,0214_00_G.26
E:AOKITK7JKQ,0335_03_3.1
E:PP8XD7BY21,0639_01_1.15
E:3II44BAAGS,0227_02_2.30
E:P5H5QAELG1,0113_01_1.42
E:31C9TDEB96,0008_-1_B.154
E:ABKCU27WQA,0201_02_2.04
E:Q3LEZO9M73,0632_00_G.092
E:UW6B3J8YZ2,0214_01_1.01
E:D2ME1L9NT7,0227_03_3.14
E:5AKG5858RF,0252_02_2.2
E:YRA4JVJCQF,0227_03_3.54
E:RFJ3FEQZ8S,0008_-1_B.153
E:IJ5T45P4FG,0227_02_2.39
E:4TPR2AXMPB,0227_02_2.54
E:URGU1TLDE5,0227_02_2.03
E:RT3693PJC3,0214_00_G.02
E:NB1OYXNCX1,0227_00_G.05
E:4DNQ13NLTT,0214_00_G.02
E:NC6JHNNOCP-00001,0113_00_G.11
E:IH2PB1KL4K,0632_00_G.009
E:UEV5S3GK9H,0254_01_1.08
E:1KO5HXD8SM-00003,0003_00_G.01
E:VWA5HYICF7,0229_01_1.A
E:TCRDKGZUBZ-00003,0227_00_G.02
E:7W3Q98QSII,0228_07_7.18
E:9RYRG8ZFGV,0227_03_3.14
E:CKZS2WWB42-00003,0227_01_1.06
E:M9UGTCGOPW,0214_01_1.10
E:NCW4Y2EGOU,0214_00_G.22
E:K4VTY4YH9A,0003_01_1.05
E:XDGX8EB2OB,0335_01_1.9
E:UEFBIN6DMC,0450_01_1.62
E:8GOT13EQ3A-00001,0214_00_G.22
E:YLMWDJD4UL,0008_-1_B.154
E:R7C24QIP98,0654_00_G.26
E:4OXMXQC42B,0001_01_1.274
E:TDIK5RE3Y4,0214_01_1.10
E:9B6QBTNOHU,0214_00_G.02
E:JQAXTW26U7,0450_03_3.32
E:XNT8VVZQV9,0003_00_G.03
E:MMCKBZBYS6,0311_04_4.09
E:XUGQB52EQ2,0214_00_G.02
E:1JEG1ZG6QS,0229_01_1.A
E:2S2GU4DTCK,0001_02_2.345
E:3X3OPC1TQP,0113_00_G.09
E:OVG6GL5CQM,0103_01_1.B09
E:B3J8DEJP2V,0227_03_3.29
E:HTYCTY8OL8,0227_02_2.03
E:BLU6XCECUT,0648_00_G.13
E:RYMKTZ27M2,0227_03_3.29
E:R6P9A7NL8Z,0214_01_1.01
E:VHC476I3LZ,0227_02_2.29
E:A7OU4Z73OJ,0227_03_3.29
E:VRA5SG2T34,0008_-1_B.153
E:Q54BZDPESK,0335_01_1.2
E:88IBWFDIHV,0227_02_2.54
E:KBG2C8GZI4,0214_00_G.02
E:UEFBIN6DMC-00001,0227_03_3.13
E:89FKA6TO12,0227_02_2.14
E:VHZG6NT4WS,0335_02_2.4
E:A3WEWNF6YV,0227_02_2.54
E:D6FAL4AOQT,0201_02_2.06
E:SVZAAA2OC7-00002,0228_01_1.01
E:6ZJB35PD9U,0335_00_G.12
E:U75AOLVVST-00002,0201_02_2.07
E:3BGKPX925R,0228_07_7.18
E:PU779G3541,0214_01_1.10
E:5BZYAY27S9,0008_-1_B.153
E:QJRZ3PMQWJ,0001_01_1.267
E:G3OX9OFES1,0113_01_1.42
E:HL8UKP5DI1-00002-00001,0003_01_1.04
E:T68P4TEWCQ,0214_00_G.22
E:W38B8N45UG,0632_00_G.69
E:M1UVLSKVG1,0214_00_G.02
E:35RWMCC66V,0113_00_G.204
E:SG7JOVQN1L,0335_04_4.1
E:5FEGSG3ZOL,0227_02_2.03
E:JVIO5VGF4U,0113_01_1.42
E:H88EDVE3VN-00002,0228_11_11.18
E:CA67DXRPWB,0335_03_3.4
E:G3XJ19S8OX,0005_-1_B.01
E:WBCZP22G2E,0214_00_G.22
E:JD38CVWZQM,0227_03_3.54
E:N1P5JDTYR7,0227_02_2.54
E:1ZP8JQDVHH,0113_00_G.03
E:VBL4V9YYRV,0227_02_2.30
E:DPHIYJEHD8,0008_02_2.365
E:V5CHVKHDPA,0632_00_G.69
E:X5TRSYOYP3,0001_02_2.349
E:KV3TG99YSS,0113_00_G.203
E:YOZNLFA5IV,0003_00_G.01
E:OHQRW67H6H,0228_11_11.18
E:86WYOXJY8V,0001_01_1.275
E:2W2A622A1S,0227_02_2.54
E:KHT9ZXYYD4-2,0335_03_3.2
E:ZVKGZ3BIFT,0228_11_11.18
E:BV6PRV8HVO,0227_03_3.14
E:9G7GYGWTM4,0632_00_G.69
E:ZAIH4I33FD,0632_00_G.69
E:JL7G3UR9X6,0214_00_G.02
E:PREYTIYHES,0300_00_NG.03
E:9L4SHZA5UO,0335_02_2.2
E:CEH788MIHT-00001,0227_02_2.29
E:D56PEUE3ON,0228_07_7.18
E:ZRWLXXMK81,0001_01_1.273
E:KLS726H1OM,0335_05_5.3
E:VDAHNRMDLP,0227_02_2.54
E:837EIFLRZ3-00001,0227_02_2.13
E:CMJLQ6O1MT,0003_01_1.02
E:7JJBKY88R4,0227_02_2.14
E:HNJNHDXJ7Z,0228_01_1.01
E:GD1G3F41TC,0632_00_G.092
E:UJ9RZ7X74Z-00001,0228_11_11.18
E:MQDZO4TQM3,0214_00_G.22
E:1GUVN4SQ3K,0227_00_G.05
E:KKLM12HZ71,0228_07_7.01
E:XDI8PIQFLH,0227_02_2.54
E:IZKYOKQ8W5,0227_00_G.02
E:UA8TSRSL5K,0227_03_3.29
E:EQQXUM47EE,0209_02_2.37
E:MZ3DLDUMJ1,0003_01_1.04
E:KA4TBOIIBC,0632_00_G.024
E:UTWQVQ8LNW,0113_00_G.10
E:YOTZ63WS8W,0227_02_2.29
E:NIMR4OJI79,0228_01_1.01
E:POW8WLGSWJ,0229_01_1.A
E:RJOVV7CWWU-00001,0401_01_1.07
E:7YGEEWAZJQ,0228_07_7.18
E:3727M1ADVD,0214_01_1.10
E:5ICOYMCMSG,0228_-1_LG.11
E:ZYGSPEV5NT,0214_00_G.02
E:2Q21F3TZAM-00001,0401_01_1.07
E:8TTPSHQQFH,0214_00_G.23
E:ZFZP9YIWO1,0227_02_2.29
E:6BTPMO132J,0228_07_7.18
E:8VL1DSYGVD,0227_00_G.01
E:KO7AROOOYF,0227_03_3.39
E:AQOSAMVKVT,0227_02_2.14
E:S9OOU6RC5P,0227_03_3.14
E:96SNHW4BC7,0227_00_G.01
E:VV2E7RDL55,0214_00_G.02
E:Y76AD9GNRM,0227_02_2.54
E:1PNB62JOS3-00001,0228_-1_LG.08
E:TBOL3JNZ1X,0228_-1_LG.09
E:VSF97783AN,0254_01_1.08
E:86D1LY95M3,0228_04_4.18
E:F3ZBK8VHNU,0283_01_1.17
E:ZNSQJJYGOB,0252_02_2.3
E:K5AFQFIBC2,0335_01_1.3
E:EFFYIKXO3U,0283_01_1.01
E:CXE47KHLSL,0616_00_00.01-E
E:MHQ581SQ4I,0227_00_G.04
E:WFPV96NW2P,0214_01_1.01
E:GCRGB3A69K,0450_03_3.52
E:IP8ZWP38BQ,0227_00_G.05
E:LRJ3EIU3ES,0450_03_3.62
E:FMTYI3PA9P,0616_00_00.01-E
E:7DEO5W6E6K,0103_01_1.B15
E:AOCHWWJYE6,0227_03_3.03
E:TMO2CEZR1T,0335_02_2.18
E:HJC5JH3TKT,0001_02_2.345
E:TA8BP1NF6Z-00002,0103_01_1.B10
E:YDF414ZNW6,0335_04_4.2
E:GLZ8DCA6L8-00001,0227_00_G.01
E:ESJ62ZT2BZ,0003_01_1.02
E:9YTXU6ZENC-00003,0311_02_2.01
E:SHZHW5ZI38,0648_01_1.55
E:TXK6FD3ULT,0616_00_00.01-E
E:Z2KGMI7U16,0228_-1_LG.06
E:HCV4UVXKOV,0335_00_G.10
E:RI7E2ZYNFJ,0113_01_1.42
E:IF8H8IIL6D,0003_01_1.01
E:TWLPPJMMVZ,0003_01_1.03
E:9VCVFH72QJ,0227_03_3.03
E:P6E3HXXPPU-00002-00001,0113_00_G.203
E:D7R124NEB4,0300_00_NG.04
E:HYD3OF4T3F,0227_03_3.54
E:9IOQXGVLIQ,0227_00_G.02
E:EK6BVJ5P5K,0227_03_3.39
E:LLBDCS92P7,0227_02_2.39
E:M6CIJ5U6BO,0227_02_2.54
E:5VD6PKYCSQ-00002,0613_05_5.5327
E:H89E18ETTG,0214_00_G.02
E:4GEKQ1CN8A,0227_00_G.01
E:5CQBT23M3R,0227_03_3.29
E:V4NH5HUEX7,0615_01_1.196B
E:SLO3XORJOE,0227_00_G.06
E:9NX3MIYPW2,0201_02_2.07
E:KFMGGNMXG8,0214_00_G.26
E:DDZ3HEZDFA,0227_00_G.01
E:W8F4JY38BJ,0228_11_11.18
E:5PMIRX3QMI,0227_00_G.06
E:BUVYZA6LY4,0648_01_1.55
E:7T2F2NS2DM,0227_03_3.29
E:ZOY6TRWH4G,0227_02_2.14
E:QUUDZ1EVIL,0450_04_4.35
E:FAPBDLPA46,0228_01_1.01
E:XRKZBFUXKK,0227_02_2.29
E:5DFML3SMB3,0648_01_1.55
E:WZ6QW15ZTB,0254_01_1.08
E:Z4ZBZN6OPQ,0254_01_1.08
E:4Y8UZ2Y1US,0227_03_3.14
E:BJ59SKVK59,0227_02_2.54
E:Q1MNVFEIZ8,0003_01_1.01
E:E7AFA4WG7Z,0227_03_3.30
E:V8CDVYKISC,0227_02_2.14
E:MJ9GFKZ2EZ,0335_05_5.2
E:L6JF1S1U6A,0227_00_G.04
E:GXNIVFCOXF,0003_00_G.04
E:F5IFJV6B8C,0227_00_G.01
E:YPV1LN9II3,0227_00_G.02
E:Q135N3QFSI,0214_01_1.10
E:DTU3PFTDW6,0003_00_G.01
E:IW53W3DNBO,0214_01_1.01
E:5MTNJH5BOS,0227_00_G.02
E:5KFZ2EEDNH,0335_02_2.18
E:1KO5HXD8SM-00002-00001,0113_00_G.203
E:N2LJXF9U3H,0228_07_7.18
E:PXLM45FB33,0227_03_3.30
E:LE3OAS5MIK,0001_01_1.273
E:3OMVV81KSW,0001_02_2.345
E:QMDYHOJSEN,0639_02_2.07
E:VTZGCRAK7W,0008_-1_B.153
E:H48DHJPEBJ,0670_01_1.07
E:SXOY25NTSI,0227_02_2.29
E:8LVR1UXSGX,0227_02_2.29
E:VRA31V92UF-00001,0613_06_6.6301
E:H5OVXE5RO2,0219_00_G.02
E:Z7IFU1Q3WZ,0008_-1_B.153
E:ZGF8H1SHUV-00002,0227_02_2.54
E:NZVI731F4B,0008_00_G.252
E:I2BUGNKA2K,0227_02_2.14
E:FDMAVTIHMK,0227_02_2.03
E:DMXZPRK4SN,0335_01_1.4
E:2PGSW5F2FS,0229_01_1.C
E:GO4G383QO6,0254_01_1.04
E:NDMETK91A6,0228_11_11.18
E:TYSL3TZUXN-00001,0601_00_G.20
E:79K4HIAAQ5,0564_03_3.24
E:MBCA3QAE3G,0616_00_00.01-E
E:LC4EZ2627N,0601_00M_G.11(M)
E:IQO4WSJF54,0227_02_2.30
E:Z2BHD468L7,0227_03_3.54
E:U6VHW3QFNG,0227_02_2.54
E:E3QIFF85IF,0670_01_1.07
E:MSYYASWY33,0214_01_1.01
E:JQZFG49NAU,0227_02_2.14
E:R3IG2RUJLW,0227_02_2.29
E:5XT86RV6W5-00001,0227_00_G.01
E:HSCY1M4O3H,0300_00_NG.04
E:BZSAG6T9RL,0214_01_1.10
E:HHCVC1Z4C2,0227_00_G.02
E:UNQMWQAPED,0227_00_G.04
E:K2CO5CJ2Y2,0214_00_G.26
E:86VWKP7EW9,0001_02_2.347
E:NIJX7DRDNG,0227_00_G.01
E:2YX76JL48L,0214_00_G.26
E:MGJH2K1Y5C,0335_03_3.3
E:P5P14PL6OQ,0228_03_3.01
E:GXFPEHGA7I,0227_00_G.02
E:52TIU5VWEO-1,0335_01_1.3
E:NDX2MS96WH,0227_03_3.29
E:4UNL7HJVOM,0003_00_G.01
E:MTTRIMSFVV,0227_03_3.03
E:4FABN99UKB,0113_01M_01M.19
E:MGY54OBT3F,0228_01_1.01
E:BPOA67OQ5J,0227_02_2.29
E:OFBIM2ZKD8,0719_00_G.100
E:81KFJSYNI9,0001_01_1.274
E:8DYKNRFVVW,0201_02_2.05
E:5CSX6F7HHZ,0214_01_1.01
E:WTVCOXE4KM-00001,0608_00_G.27
E:JJSENDTWS5,0214_00_G.22
E:UNP7GZ1KEN,0227_03_3.29
E:OB7TGXPOJG-00001,0601_00_G.20
E:SAETY7K1Y3,0228_01_1.18
E:L2YZMG19U7,0450_03_3.52
E:WNONZ6LVET-00001,0254_01_1.12
E:HY825KFOA3,0227_00_G.06
E:YO1OG94353,0214_01_1.01
E:8I7S8LQK5O,0227_02_2.13
E:Z9MPR52826,0214_00_G.02
E:U9PKY1UH68,0227_02_2.39
E:O9887SZRC5,0113_00_G.10
E:DFAACILWOP,0227_02_2.13
E:1VND17QO47,0228_07_7.18
E:SDG9E74E21,0201_02_2.07
E:QGPSKW5415,0227_02_2.29
E:UMYHOR8MJW,0201_02_2.12
E:463DEF7WDA,0214_00_G.23
E:824ZMBTNFM,0335_04_4.2
E:Q24NL4OWBH,0201_02_2.07
E:IDPOBPRLKO,0227_00_G.02
E:GSBILCI74D,0214_00_G.02
E:2J46JUBJJG,0003_00_G.03
E:LCOAAHNE5V,0113_00_G.203
E:VWO432YVOA,0201_01_1.05
E:6VZMER7KWO,0227_02_2.03
E:54L5TNEI1S,0227_02_2.03
E:2KI3QEPY4N,0208_00_G.8
E:NIMZSUKI5I,0227_03_3.39
E:XXYJRRW58W,0335_02_2.4
E:94TYX2O8CH,0227_00_G.06
E:ZJVI3PPTBK,0227_00_G.05
E:7SGCTUGAZA,0227_03_3.03
E:7B1TBNFS41,0227_00_G.02
E:ALRSJ7BD9G,0450_02_2.20
E:KWUUEX3AUP,0228_-1_LG.10
E:TPF5B88ACW,0227_02_2.39
E:AI6FMODJ4W,0227_00_G.02
E:7T2FUGGX6K,0003_01_1.04
E:9PPRS6NVO5,0254_01_1.12
E:AXR1K29FS2,0227_02_2.14
E:FFCTCJC5HS,0227_03_3.29
E:T2O6VOUMGA,0008_-1_B.153
E:4BW86P2HBY,0227_03_3.54
E:1LZA9BQI7U-00010,0591_-1_B1.09
E:SJ5LFAQZET,0227_03_3.03
E:XWG6XQN43S,0214_01_1.01
E:HB16HI6BT3,0214_01_1.10
E:Z252CD9M1R,0227_02_2.30
E:1HF1XC6N5X,0214_01_1.10
E:J8RPROMAKD,0201_02_2.07
E:9UM2LXUY2E,0227_00_G.06
E:LH6GP5VZT5,0103_01_1.B04
E:KK9YI555MT-00001,0335_01_1.1
E:YDWVOM6WXK,0219_00_G.01
E:THY8F26EEV,0227_02_2.13
E:64V6CWUPO4-1,0300_00_NG.02
E:WP35EKQEHJ,0113_00_G.14
E:O6YZFHN3F6,0227_00_G.04
E:HO2WP3XFY3,0227_03_3.29
E:CPKG4H5QZB,0228_07_7.18
E:IP4DK5N9OF,0003_01_1.03
E:TL3BWH2DKM,0228_11_11.18
E:7NT9AKWFLL,0227_02_2.39
E:VJ2HTWOGMJ,0227_00_G.06
E:Q3P8T9RKD6,0227_00_G.02
E:NMWFGMUMWT-00001,0254_01_1.03
E:PTPHBYHXVJ,0201_02_2.04
E:P1E25D8HW3,0311_02_2.01
E:AL6B3WWO6W,0003_00_G.03
E:NBSSW88YQM-00001,0229_01_1.B
E:XZQBU3SN8O,0227_02_2.03
E:F1MGVDJJ8Y,0254_01_1.08
E:518S11SH5U,0335_05_5.2
E:UD816Q1WEI,0227_02_2.54
E:R7WRWBOA3P,0254_01_1.10
E:SVDI4CCLJI,0227_00_G.01
E:T5CTX6YFBB-00001,0254_01_1.12
E:PVL19XDM56,0201_02_2.07
E:8EW5VWEYBR,0227_02_2.03
E:AH1YP7LHHV,0335_03_3.3
E:GLZ8DCA6L8,0228_07_7.18
E:ZYQP3ZYMM5,0251_01_1.02
E:BOKGOE7U2W,0103_03_3.D02
E:LM447OA24F,0227_00_G.05
E:Y3EF65ETRY,0227_00_G.05
E:9BINY4VWMJ,0209_01_1.21
E:HJFBYBZUGG,0227_02_2.14
E:V78FQVBSH9,0003_00_G.03
E:QVFZUWIDLL,0227_03_3.39
E:HQ9H6TXW6B,0227_01_1.02
E:E16RY7TOWY,0214_00_G.22
E:WIB4WM3E6Y,0254_01_1.08
E:NTAP6VLFDV,0335_01_1.3
E:W8FOP1RKA3,0335_02_2.18
E:756NTSE8D8,0209_01_1.21
E:7CR5S2YYVK,0450_01_1.40
E:LTGMBNUDKF,0254_01_1.03
E:Q8QP2N83RO,0300_00_NG.04
E:J9T25NVSJI,0227_02_2.03
E:771BLWSHEL,0227_02_2.39
E:VGAID46T1X-00001,0228_11_11.18
E:8YW6MX3ZAL,0251_01_1.02
E:58FNA6FZTM,0227_03_3.54
E:VR9LCZ1ZR8,0227_02_2.03
E:N6YHXVR4G1,0214_00_G.02
E:6M194LUFN3,0214_00_G.22
E:8A37YC41WT,0227_03_3.39
E:VOG7IH45KA,0008_-1_B.154
E:QH7LPHON3T,0310_00_G.Z02
E:9NX3MIYPW2-00003,0227_00_G.06
E:ZKDYZN7EJ1,0228_01_1.18
E:R1HDY6X2FJ,0103_01_1.B04
E:J5ACW9ERCU,0228_01_1.01
E:LB4PNEOWYR,0227_03_3.14
E:33FLUQBLAW,0214_01_1.01
E:LHB2BZVGFV,0201_01_1.01
E:HXRXXOYC2S,0214_01_1.01
E:VSNNWCI6TH,0227_00_G.05
E:VY5FI6DQKK,0227_03_3.03
E:LZLZBA85KK,0564_03_3.15
E:W6HZNRQIV4,0227_03_3.14
E:ZQX7PLMNZD,0008_-1_B.153
E:6PI1B1LT8M,0719_00_G.100
E:LH8FZ1ZOBN,0228_-1_LG.10
E:Z3PIAJ5Q9Q,0201_02_2.04
E:3A6QEYVOYN,0227_02_2.54
E:IDKBUEL3NF,0228_-1_LG.08
E:PVBHIFD8YZ,0227_00_G.02
E:XA89VCXL23,0227_03_3.03
E:917BLDD9A7,0227_00_G.05
E:88FTLCDUS7,0008_-1_B.154
E:WRE9AXZ3YK,0227_02_2.03
E:TR31WXY9HF,0227_03_3.14
E:DM55VIEE49,0227_02_2.03
E:1LZA9BQI7U-00033,0551_00_G21
E:ISGRMBJIDJ,0227_03_3.03
E:JD4GN5WBPV,0228_07_7.18
E:JR8VDIWL48,0228_11_11.18
E:VFG297LAAV,0227_02_2.03
E:D6B5SEYEUD,0719_00_G.100
E:31PLLYCAWV,0254_01_1.10
E:CMUHXTMF9M,0214_01_1.10
E:R9PMHCY2KO,0227_00_G.04
E:SU9Y3OZY28,0214_01_1.01
E:S2IIKX1FUL,0227_00_G.04
E:K36CZQB9CK,0228_03_3.01
E:DB96WRHKJG,0003_01_1.05
E:4XYJGJWSRG,0214_00_G.26
E:76A1I6CLSF,0201_02_2.06
E:97RU3N7RW9,0227_00_G.04
E:D14NKNBSYH,0227_03_3.54
E:14UFSEFQ24,0335_00_G.13
E:1HL4JOFRK4,0227_02_2.29
E:86RECTMNEU,0001_02_2.345
E:SNXZLSKKXE,0003_01_1.04
E:WDPVJVTN1E-00001,0113_00_G.152
E:1LZA9BQI7U-00006,0551_00_G42
E:TM8E8PYLVA,0201_02_2.04
E:TPPOZUS4XM,0227_01_1.02
E:VWNIS1WC3F,0227_00_G.01
E:PV4YYS93CO,0228_07_7.18
E:ES12HDUS6H,0227_03_3.29
E:4KEIK22XUZ,0227_02_2.29
E:IYE9GMWYOG,0214_00_G.02
E:ANB1XHFETI-00002-00001,0103_01_1.B04
E:9PDEWP6J13,0227_00_G.05
E:W65L39Y69B,0227_02_2.39
E:EUM3OYQBAB,0228_11_11.18
E:9RVIUA9RBO,0227_02_2.03
E:Q8YD5Y15C8,0551_00_G43
E:QZ9K3OWEGC,0227_02_2.54
E:K9PKMKT7Z4,0551_00_G43
E:RJ72QXL9V4,0228_11_11.11
E:QVRKI9GN4Q,0227_03_3.29
E:RJND6L7ZCQ,0227_00_G.04
E:EBVSMH4EPZ,0227_03_3.29
E:P49BGLJM8O-00001,0201_01_1.01
E:CEH788MIHT,0227_02_2.29
E:RI7LQQJ17U,0214_00_G.02
E:4BTK5RLW5E,0227_03_3.54
E:2HTP8JVVX7,0003_01_1.03
E:XFQ6GJ3BR9,0001_00_G.159
E:G4MDIAELL6,0003_00_G.03
E:H3PX7L79AE,0001_01_1.275
E:7KT7OCNH7M,0003_00_G.01
E:1OWNR3DS94,0227_02_2.29
E:IOUZ5FD784,0201_02_2.05
E:8MBXYUN6S7,0103_03_3.D02
E:8YJD8UMCZ2,0227_03_3.54
E:KKCH7EXRR7,0335_01_1.3
E:VR3AU169ZE,0201_01_1.01
E:WRGPFSRBCT,0335_03_3.1
E:U563UB4R5G,0227_03_3.54
E:YEWNKFHULG,0227_02_2.03
E:XET3JTBOSY,0227_02_2.14
E:VVPMHLKEPU,0227_02_2.29
E:14UFSEFQ24-00001,0335_00_G.13
E:IFNC3I2B9R,0227_03_3.54
E:1OU469OISW,0227_03_3.29
E:HWYLLZ7LHW,0113_01_1.42
E:PFS5WUK965,0227_02_2.14
E:DSJ5ZC33I8,0227_02_2.29
E:ZXGVP2M2HP,0228_-1_LG.06
E:ZGQ2DARDHQ,0227_03_3.54
E:WNUDDJYEHR,0103_01_1.B19
E:XQCXB5W6BY,0214_00_G.22
E:QNWNPKCEVB,0227_03_3.39
E:KNE9ACL1WF,0551_00_G43
E:FAOXHE53GO,0227_03_3.29
E:FBYVR6ZQ9V,0001_00_G.159
E:6VDDEMFAHZ,0001_01_1.273
E:99PLROBRCF,0227_03_3.54
E:XTHVVAZKI6,0227_02_2.39
E:K9PKMKT7Z4,0551_00_G37
E:K9PKMKT7Z4-00001,0228_-1_LG.09
E:UMR4ZGUETG,0228_07_7.18
E:L1MO6LBC7A,0001_00_G.158
E:TTWPWBOK8M,0001_01_1.273
E:HOL56EUQYL,0227_03_3.03
E:8XX1CZKPK9,0228_01_1.01
E:K8YE7WKHVH,0201_02_2.07
E:P7EKWHMJ89-00002,0227_00_G.05
E:58GJHESTG5,0254_01_1.10
E:W1KKGA4AIO,0227_02_2.39
E:VUSVV7TQY3,0227_03_3.14
E:GIMDYOKFQ6,0228_01_1.01
E:9SGBA7OWZT,0228_01_1.01
E:VS3QFK61D2,0214_00_G.22
E:F5NXCFOR2S,0228_13_13.07
E:QET29J1WK3-1,0558_03_3.4
E:A8GTTKIGRD,0001_01_1.270
E:9YTXU6ZENC-00002,0201_02_2.07
E:KP5OGGM7PH,2701_00_GU318
E:2EYFBC8H8J,0008_-1_B.154
E:X5WG4UB1CQ,0227_02_2.54
E:R2CXQ5NWOB,0311_02_2.05
E:JOYEP14K3S,0227_02_2.13
E:WVHT48NNWX,0227_03_3.03
E:WLSD1G69HF,0209_02_2.01
E:VDPT1MUAFS,0227_03_3.29
E:9D6XTQI9FD,0227_00_G.04
E:2IFRB1I3ZA,0228_11_11.11
E:XC78Z3QW3D,0214_01_1.10
E:P6CLTQPJ8G,0214_00_G.02
E:FDPEF4ED2J,0227_00_G.01
E:A1EQHOII38,0214_00_G.26
E:5FCUJQNCCJ,0113_00_G.14
E:ZFX22ZJCWI,0008_-1_B.153
E:YVLCI7B8VR,0003_00_G.04
E:K7JD7Z5ACT,0214_00_G.02
E:SKPYTKRWKH,0227_00_G.02
E:QETD4V2EIV,0113_01_1.42
E:S5XGC9FS86,0300_00_NG.04
E:M27LZ95TJC,0254_01_1.08
E:2L5ABDV57T,0113_01M_01M.20
E:9LWOZ4T3G3,0227_00_G.02
E:OLSWO6YNGQ,0113_01_1.425
E:1OWPR6VOPS,0227_00_G.01
E:LJ8NOCMU8J,0300_00_NG.04
E:KO557RNAM6,0227_02_2.54
E:PSNIUSR97Z,0228_07_7.18
E:RLRVFH18V7,0227_02_2.14
E:UCJWRZSKZO,0214_00_G.26
E:29G57A3LKF,0227_02_2.03
E:6LNS1J8DXJ,0254_01_1.07
E:5ZAT8NJKLV,0227_02_2.54
E:EE4VTVLZIS,0227_00_G.02
E:QA4YOGNYEZ,0214_00_G.23
E:8VVYOZ4EE7,0227_03_3.54
E:JUDR4YDK72,0311_04_4.09
E:KG7GHLNYY2,0228_07_7.18
E:R88TZWV5ZP,0214_00_G.26
E:JHKWO8IR8D,0003_01_1.04
E:N6Z1EJ54DP,0227_00_G.06
E:UB8N9WDGBR,0214_00_G.22
E:3K3OZQGOH5,0227_00_G.04
E:ZS7NPLSGC4,0227_00_G.06
E:QGWKUSBJYG,0008_-1_B.154
E:J8Q6Y5SNUL,0201_02_2.07
E:O8DA5P9O4R,0335_04_4.3
E:LJE4YYDQYS,0113_00_G.152
E:QKT3P5JLDL,0227_02_2.14
E:9JFCQIB7VR,0227_00_G.01
E:7KOKJP4XJT,0227_02_2.29
E:R4Z14MJXME,0228_11_11.18
E:WJORFZJ5A3,0201_02_2.06
E:TLBLWOXD2V,0214_00_G.02
E:R7VQWZKA9U,0214_01_1.01
E:S2S2ROQ8TM-00001,0003_01_1.01
E:89LPOK4RO8,0003_00_G.03
E:DMJL7DMHOI,0227_02_2.39
E:EA1DZS4LPN,0300_00_NG.01
E:45N9YG59VC,0201_02_2.12
E:VX5C8529KN,0003_00_G.03
E:75LAHXIM7X,0113_01M_01M.19
E:79KO8OFI2X-00001,0335_01_1.9
E:XKKMJ93HYF,0227_02_2.03
E:5BFGWWHNFB,0008_-1_B.153
E:4I3DXGCFYE,0450_02_2.20
E:7MON9S3N3K,0227_00_G.04
E:U3DCFPBU1K,0227_00_G.05
E:39SJ2BXZJQ,0335_02_2.3
E:REX6YL5FPJ,0214_01_1.01
E:OEWK97DYGB,0227_02_2.39
E:R6WJY5QGY8,0001_00_G.158
E:1LZA9BQI7U-00028,0591_-1_B1.05
E:TA8BP1NF6Z-00004,0228_01_1.01
E:T5WNYDUX57,0003_00_G.03
E:F9IRZ9E9UB,0228_11_11.18
E:198ZEX9M1J,0335_02_2.18
E:XZ3PW1MC2X,0008_-1_B.154
E:WNONZ6LVET-00001-00001,0254_01_1.06
E:5UNWMD3M2X,0283_01_1.01
E:7JWET1QBD5,0214_00_G.22
E:EQCT3CEVKT,0719_00_G.100
E:TVBEG5QG3L,0227_03_3.14
E:KG5COAJ4KN,0008_-1_B.154
E:PJOH8J1BGZ,0003_01_1.04
E:S52FUSUKGJ-00001,0228_07_7.18
E:MZODXBR2U8,0001_01_1.266
E:SFT47UCZIH,0254_01_1.12
E:DMMWWQRMYU,0335_01_1.9
E:C9KNM86ITE,0227_00_G.02
E:P49BGLJM8O,0103_03_3.D02
E:PJKR4JDID3-00002,0001_00_G.158
E:ALQZ5XV3X1,0227_03_3.39
E:IVS6NODBHB,0227_03_3.39
E:4RSP8PN4XK,0227_00_G.05
E:X95FYWWNFM,0003_00_G.04
E:98YJOBKTC8,0227_02_2.03
E:YPBHF1C6T9,0227_03_3.54
E:P5AQ38XC9R,0214_00_G.22
E:8Y74WLMKRX,0227_02_2.03
E:L4NT64PBMJ,0001_01_1.273
E:YF9YX3EXL3,0227_00_G.02
E:L1SZ9VLMQ6,0254_01_1.03
E:4CQYZEXW98,0227_03_3.29
