event_id,room_id
E:TYCQTZ2KF8,0003_02_2.01
E:Z7871TCWBR,0423_O_O.17
E:8VSWU6GGUD,0008_01_1.302
E:J6MDDJGB43-00001,0421_E_E.11
E:J8UUIXCI9O,0450_01_1.50
E:EJALOFLZRW-00003,0450_01_1.55
E:E8RORSS71E-00001,0450_01_1.55
E:EJALOFLZRW-00002,0450_01_1.60
E:5DPXML1H3N,0450_01_1.52
E:5ZLIZY418W,0450_01_1.60
E:2TXTKLY644-00001,0450_03_3.43
E:EJALOFLZRW-00002,0450_01_1.63
E:5ZLIZY418W,0450_01_1.63
E:EJALOFLZRW-00003,0450_01_1.62
E:YEBA1V3THP,0450_02_2.55
E:VX4XIU24J7-00002,0450_01_1.62
E:5DPXML1H3N,0450_01_1.50
E:V5EOJZNY8F,0450_01_1.52
E:L5GCS894RU-00001,0008_02_2.417
E:J8UUIXCI9O,0450_01_1.52
E:J8UUIXCI9O-00001,0450_01_1.52
E:5DPXML1H3N-00001,0450_01_1.50
E:65WUPJCKIR,0450_01_1.40
E:VX4XIU24J7-00003,0450_01_1.55
E:5ZLIZY418W-00001,0450_01_1.63
E:5DPXML1H3N-00001,0450_01_1.52
E:5ZLIZY418W-00001,0450_01_1.60
E:2TXTKLY644-00001,0450_04_4.35
E:J8UUIXCI9O-00001,0450_01_1.50
E:H3NM6HVOLP,0450_02_2.20
E:FS2KJHB9X8-00001,0450_01_1.40
E:FS2KJHB9X8,0450_01_1.40
E:ZTZXYIFOQZ,0008_02_2.417
E:E8RORSS71E,0450_01_1.60
E:JFHSG3GDF2,0450_02_2.20
E:VX4XIU24J7-00002,0450_01_1.55
E:VX4XIU24J7-00003,0450_01_1.62
E:ALTAGEDO6O,0450_02_2.63
E:L5GCS894RU,0008_02_2.417
E:G2QLXP4HAW,0450_01_1.40
E:FSSXP27VFX,0008_02_2.419
E:VHSD6S8CCN,0008_02_2.419
E:SQB9GUWX5X,2701_00_GU108
E:ZRJJB8C4GO,2701_00_GU318
E:RAF7JA3OV4,0103_01_1.B15
E:HBLSS9DTFG-00002,0335_02_2.1
E:UNBF8SQIQN-00004,2701_00_GU108
E:9W1QXXH6MH,2701_00_GU318
E:ZKJMUIGQEQ-00001,0450_02_2.55
E:HRHMGWC1KI,0335_02_2.1
E:RAF7JA3OV4-00001,0103_01_1.B15
E:4TRX5YJZ61-00001,0423_O_O.17
E:HRHMGWC1KI-00001,0335_02_2.1
E:LFFOFBIWUY,2701_01_FU308
E:O6B9E9XZGA,0113_00_G.203
E:PL8MBVJ8G1-00001,0103_01_1.B19
E:LFFOFBIWUY,2701_01_FU307
E:A3PBMUNIN2,2701_01_FU224
E:UO8CBEL4U8,2701_01_FU224
E:PL8MBVJ8G1-00002,0103_01_1.B19
E:RAF7JA3OV4-00002,0103_01_1.B15
E:EH7RA6VUBP,0335_02_2.1
E:24O1IB1LOK,0113_02_2.65
E:ZDSB2D4L5I-00001,0450_02_2.55
E:31W2K4RY6L,2701_01_FU224
E:UZYFU7ZG3Z,0450_01_1.63
E:W9C48LKV5N,2701_01_FU223
E:1YSW4863W7,0103_01_1.B19
E:S44F5PGMEC,2701_00_GU318
E:IKWFS9M7LB,0113_02_2.65
E:VHSD6S8CCN-00001,0008_02_2.419
E:GUQEYCYYSH,2701_01_FU223
E:3FRX7YJ7K4,2701_00_GU318
E:T3C4HEMVRT,0450_03_3.32
E:O1E4JW8J9G,0008_02_2.419
E:1YSW4863W7-00002,0103_01_1.B19
E:PL8MBVJ8G1,0103_01_1.B19
E:4E8PMDJEPN,2701_00_GU318
E:HBLSS9DTFG,0335_02_2.1
E:LFFOFBIWUY,2701_01_FU321
E:XBC1DU2X9R-00004,0229_01_1.A
E:4TRX5YJZ61,0423_O_O.17
E:TD1M5WTW4U,0008_02_2.419
E:5XA4NIU2K7,0335_03_3.2
E:P7O5LPVXWI,2701_00_GU322
E:FP8KCWNVHB,0113_02_2.65
E:VSKLL2SVJV,2701_00_GU318
E:VNY5K657RW,2701_00_GU318
E:1YSW4863W7-00001,0103_01_1.B19
E:NHTPMT7EIF-00003,0229_01_1.A
E:HBLSS9DTFG-00001,0335_02_2.1
E:4FQ5M729TS,2701_01_FU223
E:WEDBDJ1JJ1,0335_03_3.2
E:MW7B8E8IHA,0335_01_1.16
E:R2KA292P66,2701_00_GU322
E:XRQ8GLM568,0558_02_2.3
E:8MZOABQJT9-00007,0551_00_G43
E:M34R27FH4B-00001,0551_01_1.21
E:ZJP3U3RT9W-00001,0551_00_G21
E:YF9B9FA4RR-00001,0551_01_1.26
E:XPOW98G85Y,0558_01_1.19
E:TQYSRLBEMA,0335_01_1.2
E:1ENHCFL6RZ,0558_02_2.3
E:9Q8K6A3XJF,0558_00_G.03
E:M34R27FH4B-00002,0551_01_1.19
E:PK5D76D2XE-00007-00001,0558_01_1.04
E:VXMIIEWTAZ,0558_04_4.02
E:OOS6FNEQP9,0551_-1_LG23
E:MP22X45D4T-00001,0558_03_3.4
E:NXOY8QYBD1,0558_05_5.3
E:NZ4QN6NPBY-00001,0551_01_1.21
E:V1FN9AH9W6,0558_03_3.4
E:J38K97F7RO-00011,0551_-1_LG34
E:KE4E4TS5P9-00007-00001,0558_01_1.02
E:JVXSPATDD2,0551_00_G1
E:CRK46TQ6DH,0558_05_5.2
E:3YI78189P7-00001,0551_-1_LG34
E:PK5D76D2XE-00007,0551_00_G42
E:DE255GYKGX,0558_03_3.13
E:OMVQK41PZI,0591_-1_B1.11
E:KUD2AHUU2X-00007,0551_01_1.37
E:N2B1W9AHAM-00002-00019,0551_-1_LG34
E:D2AXKEAPIU,0558_04_4.18
E:NEVOM2L5FC,0001_01_1.266
E:CYYD4NKL7N,0551_00_G42
E:HNYOKN5BAD,0558_01_1.06
E:KE4E4TS5P9-00007,0551_01_1.21
E:9Q8K6A3XJF,0558_00_G.06
E:H522U5CKI1-00001,0551_00_G42
E:KUD2AHUU2X-00007-00001,0558_01_1.19
E:N2B1W9AHAM-00002-00027,0551_-1_LG34
E:Z6TS9UFZYY,0551_00_G43
E:N3418WNPTQ,0564_03_3.24
E:REXFWK78ON-00012,0551_-1_LG34
E:BX7M3Q2GSK,0555_00_G.06
E:X5MQK7MZQY,0558_03_3.02
E:5QZZLZSF4K-00002,0555_00_G.1
E:KB4C4OG3XP,0450_01_1.62
E:XGUHOUDEA5,0450_03_3.43
E:J52ADBS4C3,0229_01_1.B
E:3YI78189P7,0551_-1_LG34
E:8RU5AU7PXA-00001,0551_-1_LG34
E:PMXXSWJCB8-00003,0564_00_G4
E:M34R27FH4B,0551_01_1.19
E:8MZOABQJT9-00007-00001,0558_01_1.03
E:J52ADBS4C3,0229_01_1.A
E:WTVK9XJP7J,0558_01_1.02
E:XPOW98G85Y-00001,0558_01_1.19
E:4KW8I7Z416-00001,0551_01_1.19
E:PU1H2FUZ59,0558_04_4.4
E:ST5Z57FOMH-00001,0551_00_G21
E:NVCLPZ3X8B-00001,0558_02_2.3
E:TQGPUS4ETA-00002,0551_01_1.18
E:J38K97F7RO-00011-00001,0591_-1_B1.11
E:CFZOBOE5O1,0551_00_G42
E:F21DG1OJBT,0704_00_G.13.14
E:ZQDEY9FKEQ,0728_00_G.12
E:HLAXGM19GY,0728_00_G.45
E:LSTI7P3387,0728_00_G.66
E:KJVWQOT3CU,0728_00_G.03
E:O3EIQGVTUL,0728_00_G.66
E:FJ5KOZZRM9,0728_00_G.66
E:F2RBDYM7YN,0728_00_G.66
E:RC4MVFU6F1,0728_00_G.58
E:AS25T6RE44,0728_00_G.12
E:V7FR5EOOEZ,0728_00_G.58
E:6RIUINZI3X,0728_00_G.01
E:MT9MDIIHDZ,0728_00_G.66
E:4KOHIHUGNK,0728_00_G.58
E:FU8LJZXF2L,0728_01_1.21
E:Z5V82M2XFD,0781_00_G.022
E:XWU2Y765CC,0728_00_G.12
E:VJ85DS6XPM,0728_00_G.02
E:TFR63LYKFU,0728_00_G.03
E:73QNBHK3QW,0728_00_G.58
E:W456O3SFFG,0728_00_G.01
E:WNTX2Z2BPU,0728_00_G.58
E:F4HERVQ3QQ,0728_00_G.03A
E:XG4HT751S9,0450_03_3.43
E:RYC636YETC,0728_00_G.58
E:UGNJ9RLRAJ,0728_00_G.11
E:3JVGZORUJA,0781_00_G.022
E:2FLDDKZ6KP,0728_00_G.12
E:D338SKF2L3,0450_03_3.43
E:Q8OELER3YE,0008_02_2.419
E:KJVWQOT3CU,0728_00_G.03A
E:IP7N7ONJGZ,0728_00_G.66
E:JV37VAQL8O,0787_00_XX
E:UOLEMJBDMO-00002,0210_-1_B.53
E:MVZNGYPS7Z,0728_00_G.12
E:442EH61Q6P,0728_01_1.21
E:ALG3DR3Q1K,0728_00_G.58
E:JSJLPX8U98,0732_00_XX
E:UI3JJMZP3D,0728_00_G.58
E:AVXULFT9W6,0728_00_G.58
E:73PJHQKM78,0728_00_G.11
E:89ZCAO6K3S,0728_00_G.58
E:XYG8MQKOOS,0728_00_G.02A
E:MG855QGRUU,0728_00_G.03
E:MMH5FYCLVR,0728_00_G.58
E:DPUAZZMKZA,0728_00_G.36
E:6MFLSY3RVP,0781_00_G.022
E:GRME863MNL,0728_00_G.02
E:UK3U37LO8R,0728_00_G.66
E:6YZGZX9WV4,0728_00_G.01
E:AVFHX4IUWP,0728_00_G.01
E:ATQT8D3TEN,0450_01_1.62
E:3NC77F4IX1,0728_00_G.11
E:MG855QGRUU,0728_00_G.03A
E:KQKX38LFR4,0728_01_1.21
E:V59E9GT3FJ,0728_00_G.01
E:KUYJRKB6P8,0728_00_G.58
E:D6OUCJ67KO,0728_00_G.36
E:PVJ59VMQ5Y,0728_01_1.21
E:Y3V55WV9QH,0728_00_G.12
E:PQ9LSGI6TP,0728_01_1.28
E:ISJYXB9LM3,0728_00_G.03A
E:ZD3J7MMHPC,0728_00_G.45
E:CD59E8KAWW,0728_00_G.58
E:PPK3GYV7C9,0728_00_G.45
E:UD977DBDKN,0728_00_G.45
E:X9IMYOW55Q,0728_01_1.21
E:APYN9NXIH5,0728_01_1.28
E:F4HERVQ3QQ,0728_00_G.03
E:Q2WQPF7OXP-00001,0335_03_3.1
E:C3C455NJC1,0728_00_G.66
E:W57P1B32U5,0728_00_G.66
E:TTEEHS8PJQ,0728_00_G.66
E:6Q93IVZGNE,0728_01_1.21
E:AF561L1LG3,0728_00_G.58
E:IFFJ4PYMR8,0728_00_G.58
E:4ZGM9GJNUE,0728_00_G.58
E:Q19LZT74S3,0728_00_G.45
E:ELOZ5GDA98,0728_00_G.12
E:EKVPPUGDJE,0728_00_G.11
E:UPBCHO4ELB,0728_01_1.21
E:X1PUXA4B3L,0401_01M_01M.19
E:FYBHVIWP5O,0728_00_G.58
E:E5KW3F9HVV,0728_00_G.01
E:BM98Z5TKKO,0728_00_G.12
E:8242ESS4ZL,0728_00_G.58
E:SKAJDOGQEB-00001,0008_-1_B.154
E:LWJCEO388C,0748_00_G.12
E:G1RWLBHZAR,0728_00_G.66
E:GRME863MNL,0728_00_G.02A
E:IICUGMY39F,0728_00_G.66
E:TFR63LYKFU,0728_00_G.03A
E:CWY8JDL85L-00001,0254_01_1.04
E:TQNCHIHT9R,0728_00_G.66
E:9T11EOQ5T2,0728_00_G.58
E:93YEELEIPT,0727_00_GB.26
E:M4B1KH6HTT,0728_00_G.45
E:XP3CKYKMZX,0728_01_1.21
E:E4JZ7VSXF4,0728_00_G.03A
E:ZKZRHGT54X,0728_00_G.01
E:4BA11XO31F,0728_00_G.02A
E:HX5XU3WK32,0728_00_G.66
E:66UP4VZ99W,0728_00_G.66
E:58CDU44WYB,0781_00_G.022
E:A431O5GXDT,0728_00_G.58
E:PFXW62K3JJ-00001,0728_01_1.28
E:PN4WTPNUZN,0728_00_G.01
E:N1HZLUI3SS,0728_00_G.66
E:H6EP9E2PJM,0781_00_G.022
E:TJU8Z3PIJD,0728_00_G.45
E:PFXW62K3JJ-00002,0728_01_1.28
E:IQ47CG1C1K,0728_00_G.66
E:ZFQSKNZBMU,0728_00_G.66
E:IRSB8RULAT,0728_00_G.02A
E:9TWS7P6LI9,0728_00_G.01
E:9FQ1D1ZR84,0728_00_G.66
E:IS24EQ5VTM,0728_01_1.21
E:VJ85DS6XPM,0728_00_G.02A
E:ZILUCW66RS,0728_00_G.66
E:VUWYVVADF3,0728_01_1.27
E:J67TRELMUS,0728_00_G.01
E:GD7OVNSO3O,0728_00_G.03
E:5A21H8NXRY,0728_00_G.66
E:P3YJEM2JU5,0728_00_G.66
E:UYX87ZGQD6-00001,0001_01_1.273
E:BR37TV4DJM,0728_00_G.02
E:4BA11XO31F,0728_00_G.02
E:OKGIFVN2S9,0113_02_2.65
E:VFYCSU629U,0728_00_G.03A
E:QY5QXEJOWH-00001,0564_02_2.14
E:XHS94I5BT1-00006-00001,0450_03_3.35
E:NIWVQBAG5I,0210_00_GFS2
E:W54TAWYJ35,0728_00_G.03A
E:8KT7KWEELJ,0732_00_XX
E:J4OACXL217,0728_00_G.66
E:VQKRU4JAW7,0781_00_G.022
E:PEGWX7LS3E,0728_00_G.01
E:HA3XBDGW2N,0728_00_G.45
E:KEGRF5Q88V,0728_01_1.26
E:EPSQUI2VDE-00001,0728_01_1.28
E:ID3FTT1PG8,0728_01_1.28
E:73YFXEUNT2,0311_04_4.08
E:SK7RX3SUC1,0728_00_G.01
E:PQVR5RMFIA,0728_00_G.01
E:HCXM1Z81G6,0728_00_G.01
E:ZRP2QV83QM,0728_00_G.58
E:3V4W7C8Z1A,0728_01_1.28
E:WCFVT6BLV5,0728_00_G.66
E:BR37TV4DJM,0728_00_G.02A
E:BRQO26B1FX,0728_00_G.66
E:SICRTNXQXI,0781_00_G.022
E:BS7T4V6SAL,0728_00_G.36
E:RWQ5XRW3BO,0728_00_G.58
E:6361DVAYWH,0728_01_1.28
E:ITCLVRKM2R,0728_01_1.27
E:M31P3ZQVP6,0728_00_G.36
E:RQUBJU2XVU,0728_00_G.58
E:AROWC6GSXZ,0728_00_G.11
E:XYG8MQKOOS,0728_00_G.02
E:QU1HCQODKC,0728_00_G.03
E:FNK988H93X,0728_00_G.12
E:CULX8NAN2H,0728_00_G.12
E:XVKZGUPBLX,0728_01_1.21
E:HKVQB6BWKH,0728_00_G.12
E:IUJF2APYBT,0704_00_G.22
E:AHZ2UQO51V,0728_00_G.03
E:IRSB8RULAT,0728_00_G.02
E:Q66KMZ1ILR,0728_00_G.45
E:4ZUWSUJIM1,0728_00_G.01
E:1WV4578MPK,0728_01_1.28
E:LMTG237RC6,0728_00_G.01
E:AVKOB7D9JQ,0728_00_G.45
E:CS2EJBE6QT,0787_00_XX
E:VQWLUE2243,0228_-1_LG.10
E:RIBNEYSELI,0728_01_1.21
E:J7U2GGSCWU,0728_00_G.36
E:2NP68ALHC1,0728_01_1.27
E:3CGRYK9WHO,0640_00_G.0080
E:K7LZ3JPIK5,0613_01_1.1512
E:XA8UEPEDMT-00001,0613_05_5.5326
E:7XVHEW7HO6,0640_01_1.03
E:Q4SBFW5A1C,0640_01_1.0107
E:K7LZ3JPIK5,0613_01_1.1208
E:JGOSJOVLMP,0639_01_1.14
E:JE2YM6GKEJ,0612_07_7.20
E:3E3VLN3PNY,0640_00_G.0070
E:ID8SX9RBCH,0640_00_G.0080
E:7ZLWR54QXK,0620_00_G.155
E:32MJ9H168X,0608_00_G.27
E:O7GWKH8S8Y,0612_07_7.15
E:VE938LBMNS,0654_01_1.19
E:5DAVB5Q2RD,0654_-1_LG.12
E:TD2M9OT7WJ,0620_00_G.128
E:DXZI1WGUYD,0613_02_2.2901
E:UGRLRDNKSY-00001,0591_-1_B1.04
E:6NRNMU5BSV,0613_01_1.1104
E:EN2GOH2G4Y,0632_00_G.024
E:AVAG6O1HVO-00001,0613_05_5.5328
E:OKXBZ4V8EC-00001,0632_00_G.69
E:X4OZG2DPN8,0632_00_G.024
E:FS6HT8CE7Z,0254_01_1.09
E:HVUHJG9Q9Y,0228_09_9.18
E:BPK8XQ5393,0254_01_1.09
E:V73XUPDW1Y,0201_02_2.11
E:5NS7V2MQTN,0335_00_G.10
E:ULR93PY58I,0601_00_G.20
E:QTSP6V237I,0601_00_G.20
E:ITCHUE233U,0601_00_G.20
E:5TSCJ9K47I,0601_00_G.20
E:O3D9U96TVX-00001,0112_00_G.01
E:LOK5Q94J7E,0601_00_G.20
E:T1U9ACDONU,0601_00_G.20
E:CV4C3PQWLB,0601_00_G.21
E:6P5X5J41F3,0601_00_G.20
E:FBV1OO58UJ-00001,0113_01M_01M.469
E:TMKB16J152,0601_00_G.20
E:DW5S4HJR8P-00001,0615_00_G.168
E:HA35TXSY9B,0601_00_G.20
E:CUFPMEFBF9,0601_00_G.20
E:7D8GBHA3ZR,0601_00_G.20
E:7RS65T5W9H-00002,0633_03_3.304B
E:7MMW93VI5F,0601_00_G.20
E:2RFDH5NDHP,0601_00_G.20
E:M5AYLPMQI7,0601_00_G.21
E:DTOOLS7ES8,0601_00_G.20
E:QPL3VZADP3,0601_00M_G.11(M)
E:KHVZOZMZHY,0601_00_G.20
E:53A8VVNEN9,0601_00_G.21
E:2RZA3A9YPB,0615_00_G.168
E:DVDXRVTLIL,0601_00_G.20
E:EAVVV1L4FO,0601_00_G.20
E:JSV4NPQN23,0601_00_G.20
E:X6JBMBZN7C,0601_00_G.20
E:K5U7UUNMGH,0601_00_G.20
E:1G1PBXCP5C,0615_01_1.196B
E:3B3OPTJ3D3,0601_00_G.20
E:VO6LRS9HMX,0601_00_G.20
E:3EV29DSXU2,0601_00_G.20
E:KB5NCZ9RVB,0601_00_G.20
E:F2U8D8T48H,0601_00_G.20
E:W7JSHGHYGD,0601_00_G.21
E:9M8JYZ3ZVT,0601_00_G.20
E:BFW6KAWO3R,0601_00_G.20
E:MKMSFIG4XS,0601_00_G.20
E:TO2ZZGC1XY,0601_00_G.20
E:R43HBXJJWT,0113_00_G.200
E:4UK5K4GU7R,0601_00_G.20
E:XCZMIBOZ4A,0601_00_G.20
E:UZIRZTZS75,0601_00_G.21
E:S34AX2V2TY,0601_00_G.21
E:A72U1SRFYP,0601_00_G.20
E:BEG6QCWQ8C,0601_00_G.20
E:2EACYV79G5,0601_00_G.21
E:DKTRV862XX,0564_03_3.15
E:BR7T6L77MC,0601_00_G.20
E:1MHY48QM1M,0601_00_G.20
E:UBAQS2KMLY,0601_00_G.20
E:KZ7TE4SDR4,0601_00_G.20
E:6D7TM5F9V9,0601_00_G.20
E:IC15JE9QFP,0601_00_G.20
E:22KI1PUXFI-00001,0300_00_NG.01
E:ZFN6XNLYTB,0601_00_G.21
E:DW5S4HJR8P,0615_00_G.168
E:XMFTM5SEAW,0601_00_G.21
E:S7QMR2XYHW,0601_00_G.20
E:FKJTF8DJW8,0601_00_G.20
E:CGTPFU9IHJ,0601_00_G.20
E:TW6MR612P4,0601_00_G.21
E:MJEDUHQXMB,0601_00_G.20
E:KHNFDWH2MC,0601_00_G.20
E:VQ31A53JWB,0601_00_G.21
E:QUUNDSOIPY,0601_00_G.20
E:22KI1PUXFI,0300_00_NG.01
E:XZ2VPFBC79,0601_00_G.20
E:LW8HQXF8YZ,0601_00_G.20
E:3YYAGJDGQB,0601_00_G.20
E:CQ575ANN7O,0601_00_G.20
E:7VSW8ZFTPS-00001,0003_01_1.02
E:1HEL3YN98Z,0601_00_G.20
E:9W81FQDGXW,0601_00_G.20
E:GDBBURB2ED,0654_-1_LG.01
E:3IB37U84O8,0632_00_G.69
E:S59WM9XB8G,0310_00_G.02
E:AUJ3B47JLD,0558_03_3.02
E:B6SNISR7Z1-00001,0311_01_1.26
E:6HBXY4WMIX,0210_-1_B.53
E:BNZPHRRSC6,0310_00_G.06
E:UOLEMJBDMO-00002,0210_-1_B.54
E:64HN6W9XRE-00027,0551_-1M_M1
E:5A1R3V4A8I,0555_00_G.1
E:A371B27UQL-00001,0335_04_4.3
E:64HN6W9XRE-00025,0551_-1_LG49
E:64HN6W9XRE-00034,0551_00_G44
E:64HN6W9XRE-00030,0551_01_1.26
E:64HN6W9XRE-00028,0551_-1_LG47
E:5BXZ6AF45C-00006,0555_00_G.1
E:9FDWPERVOA,2701_00_GU318
E:97ZK7TWWZG,0401_01_AssemblyHall
E:T773HJTSCQ,0227_00_G.04
E:5BXZ6AF45C-00005,0551_00_G42
E:64HN6W9XRE-00031,0551_-1_LG46
E:64HN6W9XRE-00032,0551_-1M_M16
E:FIM7VZKJ8Q,0001_01_1.266
E:64HN6W9XRE-00029,0551_00_G34
E:LF2ZGMDHOZ,0335_00_G.01
E:A371B27UQL,0335_04_4.3
E:JU1PFSVM8J-00001,2701_01_FU307
E:BDOSON5FCE,0103_01_1.B15
E:PBPGPXR1L4,0001_01_1.273
E:TGBXD2NBEU-00001,2701_01_FU307
E:TXO8IJ1GY7,0551_00_G36B
E:64HN6W9XRE-00026,0551_-1M_M14
E:64HN6W9XRE-00033,0551_-1_LG44
E:IJCF5UH14A,0555_00_G.1
E:FBVWHBWK94,0113_02_2.36
E:OVCW3KPBFL,0113_02_2.36
E:U6E4WFXI69,0113_02_2.36
E:H7P996OARS,0113_02_2.36
E:6HBXY4WMIX,0210_-1_B.54
E:8OOLIS11DD-00001-00001,0201_03_3.01
E:RIQ8HF783Z-00001,0001_02_2.351
E:M3KPWTH4FR,0001_02_2.349
E:5LJC24SQ2E,0001_02_2.347
E:16942JTIQW,0001_02_2.343
E:96V664WE4K,0001_02_2.343
E:88W75SJ5II,0001_02_2.343
E:BRYPZED43W,0001_02_2.349
E:IWYNNMTCZL,0001_01_1.265
E:SB7KWE673V,0001_02_2.345
E:C93ELHX6BF,0001_02_2.345
E:CH8HH7JA2W-00001,0001_02_2.347
E:OMWMG681PK-00001,0335_00_G.17
E:P8LFMN2PYI,0001_02_2.349
E:7LSK6KA2IH,0001_02_2.349
E:LD4Y15AQJM,0001_02_2.345
E:XTFYI14KFK,0001_02_2.349
E:K7NNN6K8SM,0001_02_2.349
E:H9ZGGYW22S,0001_02_2.345
E:Y78Q4UI6II,0001_02_2.347
E:6REA9POD7Q,0001_02_2.349
E:1EVBN9H7CN,0001_02_2.347
E:FXEQRQ6B36,0001_02_2.343
E:JRTJ6E4Y2U-00001,0001_02_2.345
E:XDV81DVD7T,0001_02_2.343
E:9GCV2SRD3S,0001_02_2.343
E:ILYDTKFHMQ-00001,0001_02_2.349
E:PXRE3RB13N-00001,0103_03_3.D02
E:5823DQ88GQ-00001,0001_02_2.343
E:75MF1H1OMY,0001_01_1.264
E:DH64X5PKRL,0001_02_2.347
E:X1LAPN9749,0001_02_2.345
E:O42HDHN73M,0001_02_2.345
E:G4SDGVSYI5,0001_02_2.347
E:WO8JSLHY2Z,0001_02_2.347
E:KYMYQQDR5E,0003_01_1.05
E:PLQTFAI82Z-00001,0227_00_G.01
E:DRTKRBGJ16-00001,0335_01_1.9
E:NAS95OZ7UT-00001,0227_00_G.04
E:3X52N7JD2V-00001,0311_01_1.23
E:X8ZIYMUW8D,0005_-1_B.01
E:4OE1U6VOEH,0335_01_1.9
E:UHHK54BH4Q,0335_01_1.9
E:12LPKJKLS7-00002,0335_02_2.4
E:S5YUA1VOMS,0228_01_1.18
E:LJ8M64DZM1,0227_02_2.14
E:AZ4Q2D2GYN,0001_01_1.275
E:HEHMB34JQJ,0228_-1_LG.10
E:1AFNAGG55P,0227_00_G.04
E:5W7UQBG2W2,0113_00_G.204
E:C2QGUITFOJ-00001,0591_-1_B1.02
E:QZJNUAE79C,0227_00_G.06
E:19G1T327KS-00001,0335_00_G.01
E:AQY7TD3HT7,0450_03_3.35
E:EO67ID1QTG-00001,0311_02_2.05
E:1M11CNUVEP,0113_01_1.26
E:9D8ADRO6SU,0113_01M_01M.473
E:EPN1KILEOS-00001,0113_01M_01M.473
E:4MZWPOQB1J,0311_02_2.05
E:A7UKZX8NS1-00003,0113_00_G.202B
E:RXOGV72EH3,0208_-1_B.1
E:E71IT2B3UF,2701_00_GU322
E:KSMSTR3ZUX,0113_01_1.425
E:A7UKZX8NS1,0113_00_G.202B
E:ZKO1DHW24Q,0113_00_G.202B
E:A7UKZX8NS1-00002,0113_00_G.202B
E:ECTQR7Y8QF,0311_01_1.23
E:V9E8JLBKZJ,0113_01M_01M.452
E:AQY7TD3HT7,0450_03_3.32
E:JF7KQL87LG,0113_01M_01M.452
E:EF7EJK7J3U,2701_00_GU216
E:52RXTANWVS,0227_03_3.13
E:TAQO249IQN-00002,0113_01M_01M.473
E:186JXYBESV,0210_00_GFS1
E:LMOHU8PSEG,0113_01_1.42
E:FFWW815SOL,0227_02_2.30
E:FFQMOPKK4O,2701_01_FU313
E:XGBZGVPPYE,2701_00_GU216
E:I662IQB8HA-00001,0300_00_NG.03
E:ORNSW5BJBO,0210_00_GFS2
E:O78Y8ZVCA4,0113_01M_01M.452
E:FCZG2E4X5H,0551_-1_LG45
E:Q8M7JWSU38,0113_01_1.425
E:GSQ5NPRJE9,0208_-1_B.1
E:HSSPMY4GRP,2701_00_GU216
E:72A39II5BX,0003_00_G.01
E:IBASCIQ8Q4-00002,0401_00_G.19
E:6XJ4MYXVDJ,0113_01M_01M.474
E:LR566LL2WQ,0113_01M_01M.473
E:A7UKZX8NS1-00001-00001,0113_01M_01M.474
E:GIS2QE62RG,0113_01M_01M.452
E:A7UKZX8NS1-00001-00002,0113_01M_01M.474
E:A7UKZX8NS1-00001,0113_01M_01M.474
E:RAW4HZHUEN,0113_01M_01M.469
E:WMDVF5XP9X,0401_01_AssemblyHall
E:D1KIZ86EYA-00003,0613_04_4.4325D
E:MXQUIA3ANO-00002,0613_02_2.3905
E:LC674ICSDO,0613_05_5.5326
E:QGBZCLIL7M,0335_03_3.2
E:K3BI4VJ8FH,0551_-1_LG34
E:YSV73D12MZ,0401_00_G.19
E:PBPD1XFF75,0208_00_G.8
E:DYW9QDY31M,0335_01_1.2
E:FY2I3UTNYO,0112_-1_B.02
E:7O4CHAGQWO,0422_J_J.03
E:9EYNQSFWB8,0335_02_2.4
E:XCAQ81DI8E,0229_01_1.B
E:1A5NN8QZFN,0401_00_G.19
E:IDYHE1TMK5-00001,0450_03_3.52
E:BDERR5OF91,0450_03_3.32
E:GO8VSHYHNE,0335_03_3.2
E:3LA42H5CVT,0226_01_1.02
E:2MI7BNJ2RH,0450_02_2.20
E:W9Y8NN392Y,0564_03_3.15
E:ACNV3CT6EC,0422_J_J.03
E:BDERR5OF91,0450_03_3.35
E:BA71KZSAJJ,0335_00_G.17
E:UECDGKN2CY,0226_00_GF.14
E:H4INT3LMRP,0226_00_GF.14
E:TBG44N75PV,0226_01_1.12
E:J2MAUQPLI3,0401_00_G.19
E:A3PMP16LVS,0226_01_1.02
E:HU9BEN8AZS,0113_01_1.425
E:QUOAOHH45N,0226_01_1.12
E:IAB2ZILOP8,0551_-1_LG46
E:KYNP8S9IPW,0591_-1_B1.01
E:DFL4F5LWZW,0591_-1_B1.02
E:RDGNZ3HC3F,0210_00_GFS1
E:6KWVLVHEHO-00003,0422_K_K.02
E:X2LS1ADUXU,0424_05_5.21
E:YBWIRPO2JJ-00002,0423_Q_Q.16
E:E3SXYD5PVC,0003_02_2.01
E:EOS9T39YNQ-00003,0422_K_K.02
E:9ICVBHG7X8,0551_00_G28
E:6U8UBDK2T2,0113_01_1.26
E:ORNWI3RD4V,0551_-1_LG47
E:AMQYBNIF9L-00013,0401_01_AssemblyHall
E:A8CZUU8MBM,0422_K_K.02
E:5YL4TKRXYP,0422_J_J.05
E:LZHRN7CF5S,0450_01_1.55
E:5TSKUS2GRZ,0008_01_1.302
E:N7PL39OYUN,0008_00_G.267
E:6KWVLVHEHO-00005,0422_K_K.02
E:EOS9T39YNQ,0422_K_K.02
E:68TT9X3TRE,0422_J_J.03
E:3MPGD4UJNJ,0008_02_2.403
