scenario,student_id,programme,n_scheduled_events,clash_count,has_clash,days_considered,free_lunch_days,has_majority_lunch
S1,Student24455,Service Management and Design (Fusion On-site) (MSc) - 1 Year (Full-time) (Year 1),8,3,1,4,3,1
S1,Student24456,"Sport Policy, Management and International Development (MSC) (Year 1)",3,0,0,2,2,1
S1,Student24457,Architectural History and Archaeology (MA Hons) (Year 1),6,0,0,4,2,0
S1,Student24458,Chemistry (BSc Hons) (Year 1),12,2,1,5,3,1
S1,Student24460,Earth Science and Physical Geography (BSc Hons) - 4 Years (Full-time) (Year 1),4,0,0,2,1,0
S1,Student24461,International Development (MSc) (Full-time) (Year 1),2,1,1,1,0,0
S1,Student24462,Design by Distance (PhD) - 6 Years (Part-time) (Year 2),1,0,0,1,1,1
S1,Student24463,Global Mental Health and Society (MSc) - 1 Year (Full-time) (Year 1),3,1,1,2,1,0
S1,Student24464,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),4,2,1,2,2,1
S1,Student24465,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,2,2,1
S1,Student24466,Translational Neuroscience (PhD with Integrated Study) - 4 Years (Year 1),3,0,0,3,1,0
S1,Student24467,Statistics with Data Science (MSc) (Year 1),3,0,0,2,1,0
S1,Student24468,"Cyber Security, Privacy and Trust (MSc) - 1 Year (Full-time) (Year 1)",6,1,1,3,2,1
S1,Student24469,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student24471,Illustration (MA (eca)) (Year 1),3,0,0,3,3,1
S1,Student24474,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),10,10,1,4,1,0
S1,Student24475,Graphic Design (MA (eca)) (Year 1),4,0,0,2,0,0
S1,Student24476,Social Anthropology (MSc) (Full-time) (Year 1),3,0,0,2,1,0
S1,Student24477,Human Resource Management (MSc) (Year 1),4,0,0,2,1,0
S1,Student24478,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),10,10,1,3,1,0
S1,Student24479,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24480,Education (MSc) (Full-time) (Year 1),5,3,1,3,3,1
S1,Student24481,Composition (MMus) (Full-time) (Year 1),4,0,0,2,0,0
S1,Student24482,Biological Sciences (BSc Hons) (Year 1),6,1,1,4,2,0
S1,Student24483,Finance (MSc) - 1 Year (Full-time) (Year 1),3,1,1,2,2,1
S1,Student24484,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24485,Civil Engineering (BEng Hons) (Year 1),4,1,1,3,2,1
S1,Student24486,General Engineering (Year 1 only) (Year 1),4,0,0,4,4,1
S1,Student24487,Geoenergy (MSc) - 1 Year (Full-Time) (Year 1),12,7,1,5,3,1
S1,Student24488,Comparative Public Policy (MSc) (Full-time) (Year 1),3,0,0,2,2,1
S1,Student24489,International Development (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24490,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24491,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24492,Biomedical Sciences BSc (Hons) (Year 1),1,0,0,1,1,1
S1,Student24493,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",3,1,1,1,0,0
S1,Student24495,Education (MSc) (Full-time) (Year 1),6,1,1,4,3,1
S1,Student24496,Digital Design and Manufacture (MSc) - 1 Year (Full-time) (Year 1),6,0,0,5,3,1
S1,Student24497,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student24498,Graphic Design (MA (eca)) (Year 1),5,0,0,3,1,0
S1,Student24499,Science and Technology in Society (MSc) (Full-time) (Year 1),3,1,1,2,1,0
S1,Student24500,Mechanical Engineering (MEng Hons) (Year 1),7,1,1,2,1,0
S1,Student24501,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),9,2,1,3,1,0
S1,Student24502,Artificial Intelligence (MSc) (Full-time) (Year 1),4,0,0,4,3,1
S1,Student24503,Commercial Law (LLM) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24504,Chemical Engineering (BEng Hons) (Year 1),9,3,1,5,3,1
S1,Student24505,"Sport Policy, Management and International Development (MSC) (Year 1)",3,1,1,2,2,1
S1,Student24506,Economics (Finance) (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24507,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24508,Law (LLB Hons) (Year 1),8,0,0,4,1,0
S1,Student24510,Counselling Studies (MSc) (Full-time) (Year 1),20,72,1,2,1,0
S1,Student24511,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24512,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24513,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),5,0,0,4,4,1
S1,Student24514,Artificial Intelligence (MSc) (Full-time) (Year 1),8,1,1,5,2,0
S1,Student24515,Medicinal and Biological Chemistry (BSc Hons) (Year 1),12,4,1,5,3,1
S1,Student24516,Finance (MSc) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24517,Biological Sciences (BSc Hons) (Year 1),8,2,1,4,2,0
S1,Student24518,Ancient History (MA Hons) (Year 1),6,0,0,3,0,0
S1,Student24519,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),3,0,0,2,0,0
S1,Student24520,Social Psychology (MSc) - 1 Year (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24521,Counselling Studies (MSc) (Full-time) (Year 1),19,72,1,2,0,0
S1,Student24522,Intellectual Property Law (LLM) (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24523,Creative Industries (MSc) - 1 Year (Full-time) (Year 1),11,8,1,4,2,0
S1,Student24524,Accounting and Finance (MA Hons) (Year 1),7,1,1,3,2,1
S1,Student24525,Language Education (MSc) - 1 Year (Full-time) (Year 1),10,3,1,4,2,0
S1,Student24526,Sociology and Global Change (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24527,Sustainable Energy Systems (MSc) (Year 1),5,1,1,3,2,1
S1,Student24528,Graphic Design (MA (eca)) (Year 1),5,0,0,3,1,0
S1,Student24529,Arabic and Politics (MA Hons) (Year 1),4,0,0,4,2,0
S1,Student24530,International Business (MA Hons) (Year 1),6,1,1,4,3,1
S1,Student24531,Counselling Studies (MSc) (Full-time) (Year 1),17,51,1,2,1,0
S1,Student24533,Geography (MA Hons) (Year 1),9,6,1,4,1,0
S1,Student24534,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,0,0,1,0,0
S1,Student24535,Design PhD - 3 Years (Full-Time) (Year 1),1,0,0,1,1,1
S1,Student24536,"Sport Policy, Management and International Development (MSC) (Year 1)",2,0,0,2,2,1
S1,Student24537,Data Science (MSc) (Full-time) (Year 1),9,2,1,5,3,1
S1,Student24538,Primary Education PGDE (Year 1),22,13,1,4,1,0
S1,Student24539,Comparative Public Policy (MSc) (Full-time) (Year 1),3,0,0,1,0,0
S1,Student24540,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),4,0,0,4,3,1
S1,Student24541,Composition (MMus) (Full-time) (Year 1),4,0,0,2,0,0
S1,Student24542,Education (MSc) (Full-time) (Year 1),5,1,1,3,3,1
S1,Student24543,"Data, Inequality and Society (MSc) (Fusion On-site) (Full-time) - 1 year (Year 1)",5,1,1,3,2,1
S1,Student24544,International Relations (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24546,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,13,1,4,0,0
S1,Student24547,Sound Design (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24549,Creative Industries (MSc) - 1 Year (Full-time) (Year 1),13,9,1,4,2,0
S1,Student24550,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24551,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),4,0,0,4,2,0
S1,Student24552,Geographical Information Science (MSc) (Full-time) (Year 1),6,1,1,3,1,0
S1,Student24553,Law (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24554,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24555,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24556,Design Informatics (MA (eca)) (Year 1),1,0,0,1,0,0
S1,Student24557,International and Cross-cultural Counselling Studies (MSc) (Year 1),1,0,0,1,1,1
S1,Student24558,English Literature (MA Hons) (Year 1),3,0,0,2,2,1
S1,Student24559,Electronics and Electrical Engineering (BEng Hons) (Year 2),13,3,1,5,3,1
S1,Student24560,Biomedical Sciences BSc (Hons) (Year 2),7,1,1,3,1,0
S1,Student24561,"Interior, Architectural and Spatial Design (MA (eca)) - 1 Year (Full-Time) (Year 1)",2,0,0,2,0,0
S1,Student24562,Mental Health in Children and Young People: Psychological Approaches (MSc) - 1 Year (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24563,Design Informatics (MA (eca)) (Year 1),1,0,0,1,0,0
S1,Student24564,"Global Premodern Art: History, Heritage and Curation (MSc) - 1 Year (Full-Time) (Year 1)",2,0,0,1,1,1
S1,Student24566,Mechanical Engineering (BEng Hons) (Year 1),5,0,0,4,3,1
S1,Student24567,Chemical Engineering (BEng Hons) (Year 1),10,3,1,5,2,0
S1,Student24569,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),4,0,0,2,2,1
S1,Student24570,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),7,3,1,3,2,1
S1,Student24571,Computational Mathematical Finance (MSc) (Full-time) (Year 1),6,2,1,2,2,1
S1,Student24572,Social Psychology (MSc) - 1 Year (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24573,Commercial Law (LLM) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24574,History (MA Hons) (Year 1),6,1,1,4,3,1
S1,Student24575,Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 1),5,0,0,3,0,0
S1,Student24576,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24577,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24578,Marketing (MSc) (Year 1),2,0,0,2,1,0
S1,Student24579,Marketing (MSc) (Year 1),2,0,0,2,1,0
S1,Student24580,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,10,1,3,0,0
S1,Student24581,"Future Infrastructure, Climate Change and Sustainability (MSc) (Fusion On-site) (Full-time) (Year 1)",5,4,1,1,0,0
S1,Student24582,Service Management and Design (Fusion On-site) (MSc) - 1 Year (Full-time) (Year 1),7,2,1,4,3,1
S1,Student24583,Future Governance (MSc) (Fusion On-site) (Full-time) - 1 year (Year 1),3,1,1,1,0,0
S1,Student24584,Psychology (BSc Hons) - 4 Years (Full-time) (Year 1),8,0,0,5,3,1
S1,Student24585,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24586,Performance Psychology (MSc) (Full-time) (Year 1),8,4,1,3,1,0
S1,Student24588,Advanced Nursing (Education) (MSc) - 1 Year (Full-time) (Year 1),6,1,1,3,3,1
S1,Student24589,Economics and Politics (MA Hons) (Year 1),9,1,1,5,3,1
S1,Student24590,Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 1),7,0,0,3,0,0
S1,Student24591,International Relations (MA Hons) (Year 1),6,0,0,3,0,0
S1,Student24592,Economics (MA Hons) (Year 1),7,1,1,4,3,1
S1,Student24593,Fine Art (BA Hons) - 4 Years (Full-time) (Year 1),3,0,0,2,2,1
S1,Student24594,Mechanical Engineering (MEng Hons) (Year 1),4,1,1,2,1,0
S1,Student24595,Architecture (MA Hons) (Year 1),8,6,1,4,4,1
S1,Student24596,Law (LLB Hons) (Year 1),7,0,0,4,2,0
S1,Student24597,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,11,1,5,0,0
S1,Student24598,Medical Sciences (BSc Hons) (Year 1),3,0,0,3,0,0
S1,Student24599,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24600,Architecture (MA Hons) (Year 1),8,6,1,4,4,1
S1,Student24601,Design Informatics (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24602,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24604,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),1,0,0,1,1,1
S1,Student24605,Economics (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24607,Sustainable Energy Systems (MSc) (Year 1),3,0,0,3,2,1
S1,Student24608,Design Informatics (MA (eca)) (Year 1),1,0,0,1,0,0
S1,Student24609,Psychology of Individual Differences (MSc) (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24610,Advanced Nursing (MSc) - 1 Year (Full-time) (Year 1),6,0,0,3,2,1
S1,Student24611,Illustration (BA Hons) (Year 1),4,1,1,3,3,1
S1,Student24612,Mathematics and Business BSc (Hons) (Year 1),3,0,0,3,3,1
S1,Student24613,Biological Sciences (BSc Hons) (Year 1),6,1,1,3,1,0
S1,Student24614,Biological Sciences (BSc Hons) (Year 1),6,1,1,3,1,0
S1,Student24615,Business with Strategic Economics MA (Hons) (Year 1),4,0,0,2,0,0
S1,Student24616,Architecture (MA Hons) (Year 1),9,6,1,5,5,1
S1,Student24618,Design and Digital Media (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24619,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),3,0,0,3,3,1
S1,Student24620,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),12,7,1,4,2,0
S1,Student24622,Artificial Intelligence (MSc) (Full-time) (Year 1),6,0,0,4,2,0
S1,Student24623,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24624,Design Informatics (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24625,Finance (MSc) - 1 Year (Full-time) (Year 1),3,0,0,2,2,1
S1,Student24626,Art by Distance (PhD) - 6 Years (Part-time) (Year 2),1,0,0,1,1,1
S1,Student24627,Economics (MSc) (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24628,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),5,3,1,3,2,1
S1,Student24629,Comparative Literature (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24630,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),12,7,1,4,2,0
S1,Student24632,Education (MSc) (Full-time) (Year 1),5,0,0,4,3,1
S1,Student24633,East Asian Studies (MSc) (Year 1),3,0,0,3,2,1
S1,Student24634,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),12,11,1,5,0,0
S1,Student24635,Translation Studies (MSc) (Full-time) (Year 1),6,1,1,4,4,1
S1,Student24636,Business with Strategic Economics MA (Hons) (Year 1),8,1,1,3,1,0
S1,Student24637,Chemistry (BSc Hons) (Year 1),13,1,1,5,4,1
S1,Student24638,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24639,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24640,Advanced Nursing (Leadership) (MSc) - 1 Year (Full-time) (Year 1),6,1,1,3,3,1
S1,Student24641,Contemporary Art Theory (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24642,Economics (Econometrics) (MSC) - 1 Year (Full-time) (Year 1),8,0,0,5,0,0
S1,Student24643,Scottish Literature (MA Hons) (Year 1),1,0,0,1,1,1
S1,Student24645,Signal Processing and Communications (MSc) (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24646,Architecture by Design (PhD) (Full-time) (Year 2),1,0,0,1,1,1
S1,Student24647,Environmental Geoscience (BSc Hons) - 4 Years (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24648,Digital Sociology (MSc) - 1 Year (Full-Time) (Year 1),2,0,0,2,1,0
S1,Student24649,Artificial Intelligence (MSc) (Full-time) (Year 1),10,1,1,4,1,0
S1,Student24650,Management (MSc) (Full-time) (Year 1),4,0,0,3,1,0
S1,Student24651,History and Politics (MA Hons) (Year 1),10,7,1,4,1,0
S1,Student24652,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24653,History (MA Hons) (Year 1),7,1,1,5,3,1
S1,Student24654,Linguistics (MA Hons) (Year 1),9,0,0,4,0,0
S1,Student24655,Geographical Information Science (MSc) (Full-time) (Year 1),8,2,1,4,2,0
S1,Student24656,Film Studies (MSc) (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24657,Economics (MA Hons) (Year 1),9,2,1,5,4,1
S1,Student24658,History of Art (MA Hons) (Year 1),9,1,1,4,1,0
S1,Student24659,History (MA Hons) (Year 1),5,0,0,4,2,0
S1,Student24661,Human Rights (LLM) (Year 1),1,0,0,1,1,1
S1,Student24662,Physics (BSc Hons) (Year 1),5,0,0,4,3,1
S1,Student24663,Physical Education MA (Hons) (Year 1),2,0,0,2,2,1
S1,Student24664,Chemistry (MChem) (Year 1),14,4,1,5,2,0
S1,Student24665,History (MA Hons) (Year 1),4,0,0,3,1,0
S1,Student24666,Astrophysics (MPhys) (Year 1),6,1,1,2,0,0
S1,Student24667,Economics (MA Hons) (Year 1),8,1,1,3,1,0
S1,Student24668,Applied Mathematics (BSc Hons) (Year 2),10,0,0,5,4,1
S1,Student24672,Sound Design (MSc) (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24673,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),6,3,1,2,1,0
S1,Student24674,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",2,0,0,2,1,0
S1,Student24675,Graphic Design (MA (eca)) (Year 1),5,0,0,3,1,0
S1,Student24676,Education (MSc) (Full-time) (Year 1),4,0,0,3,2,1
S1,Student24677,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24678,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24680,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24681,Translation Studies (MSc) (Full-time) (Year 1),8,0,0,5,2,0
S1,Student24682,Creative Industries (MSc) - 1 Year (Full-time) (Year 1),13,9,1,4,2,0
S1,Student24683,Graphic Design (MA (eca)) (Year 1),4,0,0,2,0,0
S1,Student24684,High Performance Computing (MSc) (Full-time) (Year 1),10,0,0,5,2,0
S1,Student24685,Design Informatics (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24687,Intellectual Property Law (LLM) (Full-time) (Year 1),4,0,0,4,3,1
S1,Student24688,Language Education (MSc) - 1 Year (Full-time) (Year 1),13,6,1,4,1,0
S1,Student24689,Composition (MMus) (Full-time) (Year 1),4,0,0,2,0,0
S1,Student24691,Film Studies (MSc) (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24692,"Energy, Society and Sustainability (MSc) - 1 Year (Full-time) (Year 1)",3,0,0,2,1,0
S1,Student24693,Illustration (MA (eca)) (Year 1),3,0,0,3,3,1
S1,Student24694,Public Policy (MSc) - 1 Year (Full-time) (Year 1),5,1,1,3,2,1
S1,Student24695,Illustration (MA (eca)) (Year 1),2,0,0,2,2,1
S1,Student24696,Digital Design and Manufacture (MSc) - 1 Year (Full-time) (Year 1),6,0,0,5,2,0
S1,Student24697,Commercial Law (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24698,International Banking Law and Finance (LLM) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24699,Graphic Design (MA (eca)) (Year 1),4,0,0,2,0,0
S1,Student24700,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24701,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24702,Illustration (MA (eca)) (Year 1),3,0,0,3,3,1
S1,Student24703,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",1,0,0,1,0,0
S1,Student24705,Film Studies (MSc) (Full-time) (Year 1),5,0,0,4,2,0
S1,Student24706,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24707,Sustainable Lands and Cities (Fusion On-site) (Full-time) (MSc) (Year 1),5,4,1,1,0,0
S1,Student24708,Sound Design (MSc) (Full-time) (Year 1),2,0,0,1,1,1
S1,Student24709,Data Science (MSc) (Full-time) (Year 1),6,0,0,4,4,1
S1,Student24710,Chemical Physics (BSc Hons) (Year 1),8,0,0,2,0,0
S1,Student24711,Neuroscience BSc (Hons) (Year 1),3,0,0,2,2,1
S1,Student24713,Climate Change Finance & Investment (MSc) - 1 Year (Full-Time) (Year 1),6,0,0,5,5,1
S1,Student24714,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),2,0,0,2,1,0
S1,Student24715,Politics (PhD) (Full-time) (Year 1),1,0,0,1,0,0
S1,Student24716,Criminology and Criminal Justice (MSc) (Full-time) (Year 1),2,0,0,2,0,0
S1,Student24717,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24718,"Film, Exhibition and Curation (MSc) (Full-time) (Year 1)",4,0,0,3,2,1
S1,Student24720,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),11,10,1,4,1,0
S1,Student24721,"History of Art, Theory and Display (MSc) (Full-time) (Year 1)",3,0,0,3,3,1
S1,Student24722,Service Management and Design (Fusion On-site) (MSc) - 1 Year (Full-time) (Year 1),6,3,1,2,1,0
S1,Student24723,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24724,Design and Digital Media (MSc) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student24725,Sound Design (MSc) (Full-time) (Year 1),3,0,0,3,2,1
S1,Student24726,Design for Change (MA (ECA)) - 1 Year (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24727,Design and Digital Media (MSc) (Full-time) (Year 1),2,0,0,2,2,1
S1,Student24728,Contemporary Art Practice (MA (eca)) (Year 1),1,0,0,1,1,1
S1,Student24729,Sound Design (MSc) (Full-time) (Year 1),2,0,0,1,1,1
S1,Student24730,"Intermediality: Literature, Film and the Arts in Dialogue (MSc) - 1 Year (Full-Time) (Year 1)",3,1,1,2,2,1
S1,Student24731,Design Informatics (MA (eca)) (Year 1),3,0,0,2,2,1
